バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
CANNON BALLERS,純真可憐デザイア,EMOTIONAL ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,ANNIVERSARY,BEMANI Sound Team,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1262,544,174,51,ASSIST CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 07:12
Rootage,CoMAAAAAAA,UPLIFTING ETHNIC,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Cranberry City ft. Luschel,GARAGE,lapix,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Dr. Chemical & Killing Machine,INDUSTRIAL TECHNO,Hommarju,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Ember Lights,FUSION TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,HARD BRAIN,HARD TECHNO,AJURIKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Hurry Hurry,RAVE SXXX,Masayoshi Iimori,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,KILL EACH OTHER,PSYSTYLE,BEMANI Sound Team "L.E.D. VS. L.E.D.-G",0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Let me be your cure,ELECTRIC DANCE ROCK,Pizuya's Cell,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Lift Us High,MELODIC TRANCE,BEMANI Sound Team "Sota Fujimori",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,OVER TIME,ELECTRO POP,空中分解feat.アンテナガール,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,ROCK女 feat. 大山愛未， Ken,TRANCE,Y&Co.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,R∞tAge,NEO J-TEKNO,BEMANI Sound Team "HuΣeR+",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,Twilight Warp,CYBER DANCE MUSIC,Maozon feat. Kyte,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,セカンドピアス,GIRLS ROCK,OSTER project feat. echo,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,ハードベース・フェスタ,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Re 90's J-DANCE POP,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
Rootage,深愛のリグレット,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,AKASHIC BREAK,LAPLACE CORE,BEMANI Sound Team "TAG",0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,beatAffection,BEAT MUSIC,ビートまりお,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,Bow shock!!,JAZZ PIANO TRANCE,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,LIGHTNING STRIKES,Hi-GAIN ENERGY,BEMANI Sound Team "HuΣeR",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,Matt Silver,TECHSTYLE,Remo-con,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,Override,EUPHORIC HARDCORE,Nhato,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),RAVECORE,RoughSketch & TARACHINE,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,VALKYRIAS -英雄誕生-,HEROIC VALHALLA ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,シャムシールの舞,バトルダンス,Zektbach,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,ラブキラ☆スプラッシュ,HYPER POP,BEMANI Sound Team "Sota F." feat.いちか,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,狂水一華,STYLISH CROSSOVER,BEMANI Sound Team "HuΣeR Vs. SYUNN" feat.いちか,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EX HARD CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
HEROIC VERSE,魅惑のYUMMYスイーツ,TWINKLE POP,BEMANI Sound Team "TATSUYA",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,Crazy Jackpot,UK HARDCORE,Hommarju,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,Level 3,DRUMSTEP / DnB,Yamato,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,Romanticが止まらない,IIDX EDITION,Remixed by BEMANI Sound Team "L.E.D." & IOSYS,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,rommmo,BREAKCORE,callasoiled,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,S-Bahn,DARK TECHNO,BEMANI Sound Team "DARK TRAIN",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,1026,407,212,63,CLEAR,B,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 07:09
BISTROVER,WAKE UP NOW,TROPICAL ELECTRO HOUSE,Maozon feat. Chica,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,新宝島,IIDX EDITION,Remixed by BEMANI Sound Team "TAG feat. PON",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 08:27
BISTROVER,水鏡の異界,JAPANESE TECH BREAKS,BEMANI Sound Team "Coyaan",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
CastHour,ミュージック・アワー,IIDX EDITION,Remixed by BEMANI Sound Team "PON",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
CastHour,愛しくてラヴィンユー ft. マナ,EURO BEAT,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
RESIDENT,C-C-C-N-N-N,ELECTRONICORE,RoughSkreamZ feat. Aikapin,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
RESIDENT,異心前進♪ぴょんぴょんぴょん,EUROBEAT,天土,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
RESIDENT,神っぽいな,IIDX EDITION,Remixed by uno(IOSYS) & NUE feat. Chiyoko,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 08:27
EPOLIS,ZEROIN ON THE LIGHT,COLD BEAT,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1270,518,234,46,ASSIST CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 07:16
Pinky Crush,我ら完全無敵のアイドル!!,J-POP,B小町,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 08:27
