SP					DP				BPM	GENRE	TITLE	ARTIST	
B	N	H	A	L	N	H	A	L					
beatmania IIDX ▼ △													
-	"[CN]
[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	128	DANCE MUSIC	Stepper	PSYQUI	
-	5	9	11	-	5	9	11	-	156	TRANCE	Tail Lights	BEMANI Sound Team "dj TAKA" feat.nana hatori	
-	"[CN]
[MSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	215	SUPER HARDCORE NOVA	TOMAHAWK	かめりあ	
3	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	196	MUSIC GAME TRADITIONAL	Triple Cross	BEMANI Sound Team "dj TAKA & DJ YOSHITAKA & SYUNN"	
-	4	8	11	-	4	8	11	-	170	JAZZY STEP	Ventriloquist	Avans	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
10"	-	178	HARDCORE RAVE	Victory Of Ravers	DJ Shimamura	
-	7	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	7	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	108	CROSSO-WHA-R	WHA	かめりあ involving ななひら	
-	5	7	10	-	5	8	10	-	165	NU DRUM & BASS	Wonderful Escape	DÉ DÉ MOUSE	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	195	FRENCHCORE	Xyndrome	nora2r	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	178	DRUMSTEP	10000 MILES AWAY	AJURIKA	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	175	HARDCORE	2 Beasts Unchained	kors k vs Yooh	
-	4	7	9	-	4	7	9	-	168	JUNGLE TERROR	808monkey	AJURIKA	
-	4	9	11	-	4	9	11	-	175	AQUARIUM QUARTERSTEP	青の洞窟	Ujico*	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	135	ROCK	アクマフカ	Pizuya's Cell	
2	5	"[BSS]
9"	"[BSS]
12"	-	5	"[BSS]
9"	"[BSS]
12"	-	155	HARD DANCE	天邪鬼	Qlarabelle	
-	4	7	10	-	4	7	10	-	152	EURO BEAT	愛しくてラヴィンユー ft. マナ	Xceon	
-	6	9	11	-	6	9	11	-	154	ALTERNATIVE DANCE CORE	ウツシミウツシ	BEMANI Sound Team "PHQUASE" feat.ぁゅ	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	215	GALAXY QUEST	オールトの雲	OSTER Project	
3	5	7	10	11	5	7	10	11	172	J-POP	オドループ	フレデリック	
1	4	6	10	"[CN]
[BSS]
11"	4	6	10	"[CN]
[BSS]
11"	170	IIDX EDITION	怪物	Remixed by Nhato feat. ricono	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	150	HUMAN BEATBOX ELECTRO	口カラ凸ゲキ	SARUKANI × Blacklolita	
-	4	7	9	-	4	7	9	-	104	SHOWA RETRO	黒紅掬い	猫叉Master feat.霜月はるか	
3	5	8	11	"[CN]
12"	5	8	11	"[CN]
[MSS]
12"	170	IIDX EDITION	グッバイ宣言	Remixed by uno(IOSYS) & Liqo feat. Chiyoko	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	160	TRIUMPH	《GRANDMASTER》	Blacklolita	
-	"[HCN]
7"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
7"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	280	JAPANESQUE	逆月	BEMANI Sound Team "HuΣeR" feat.Fernweh	
2	4	7	10	11	4	7	10	11	176	J-POP	シル・ヴ・プレジデント	P丸様。	
-	6	10	12	-	6	10	12	-	105-180	HIP ROCK3	雪上断火	Des-ROW・組	
-	5	8	11	-	5	8	11	-	190	CHIPBREAK POP	月とミルク	TORIENA	
-	4	8	10	-	4	8	10	-	163	ALTERNATIVE	ナイトフィクション	中山真斗 feat. CHAN	
-	"[CN]
[MSS]
6"	"[CN]
[MSS]
9"	"[CN]
[MSS]
11"	"[CN]
[MSS]
12"	"[CN]
[MSS]
6"	"[CN]
[MSS]
9"	"[CN]
[MSS]
11"	"[CN]
[MSS]
12"	165	ハイテックトキオ	ハイテックトキオ	lapix ∞ BEMANI Sound Team "Sota Fujimori"	
-	6	10	12	-	6	10	12	-	※	THRENODY	ピアノ独奏無言歌 "灰燼"	BEMANI Sound Team "Virkato Wakhmaninov"	
-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	"[CN]
[BSS]
12"	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	190	CYBER TAIGA	烽火連天の刃	OSTER project	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	160	HARD PSY TRANCE	禊	Nhato	
3	"[BSS]
6"	"[BSS]
9"	"[BSS]
11"	"[CN]
[BSS]
12"	"[BSS]
6"	"[BSS]
9"	"[BSS]
11"	"[CN]
[BSS]
12"	165	IIDX EDITION	ミュージック・アワー	Remixed by BEMANI Sound Team "PON"	
-	5	8	10	-	5	8	10	-	240	ハッピースピードコア	めでてえ	TORIENA	
beatmania IIDX 30 RESIDENT ▲ ▼ △													
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	190	EMOTIONAL HAPPY EUPHORIA	Always We Trust In You	nora2r	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	158	ELECTRO FUSION	Ambush Ace	Xceon	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	95-165	BOSSA NA NOKA	AWA AWA	Snail's House	
-	6	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	6	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	157	HARD BODY MUSIC	B.O.D.Y.	BEMANI Sound Team "L.E.D. Sota F."& Starbitz	
-	"[CN]
[BSS]
7"	"[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	200	NEO INDUSTRIAL	Bad Encryption	BEMANI Sound Team "ZAQUVA" respect for teranoid	
-	"[HCN]
7"	"[HCN]
11"	"[HCN]
12"	-	"[HCN]
7"	"[HCN]
11"	"[HCN]
12"	-	185	CULMINATION	Beyond Evolution	Hekatoncheir	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	177	EMOTIONAL HARDCORE SUMMERS	BIGWAVERS	BlackY	
-	5	9	11	-	5	9	11	-	162-180	ELECTRONICORE	C-C-C-N-N-N	RoughSkreamZ feat. Aikapin	
-	"[CN]
6"	"[CN]
9"	"[CN]
[BSS]
11"	"[CN]
[BSS]
12"	"[CN]
6"	"[CN]
9"	"[CN]
[BSS]
11"	"[CN]
12"	142	STARRY BASS HOUSE	Caldwell 99	BlackY	
-	5	9	12	-	5	9	12	-	180	HELETIC BREAK D'n'B	Chaotoxin	Feryquitous	
-	6	"[CN]
9"	"[MSS]
11"	-	6	9	"[MSS]
11"	-	167	NRG SCHRANZ	CODE -CRiMSON-	Shiron	
3	5	8	10	12	5	8	10	12	160	EMERGENCY CORE	CUE CUE RESCUE	TORIENA	
-	5	10	12	-	5	10	12	-	175	ACID RAVE	dica dica	REMO-CON	
-	4	7	10	-	4	7	10	-	140	DANCE POP	Dreaming Dream	MK feat. 紫咲ほたる	
-	5	7	9	-	5	7	9	-	174	BIGROOM D&B	Driver	Masayoshi Iimori	
-	"[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[MSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	150	TEAROUT BREAKS	EXODUS SIGN	Blacklolita	
-	5	8	10	-	5	8	10	-	148	TRANCE	Fading Stars	Nhato	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	140	BPL S3 THEME	FLARE -炎舞- ft.Nana Takahashi	BEMANI Sound Team "dj TAKA" Vs SOUND HOLIC	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	155	HYBRID TRANCE	Get On Your Feet	Nhato	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	180	COMPETITIVE ROCKSTEP	GET UP AGAIN	Zekk feat. くらべ	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	186	ARTCORE	glacia	DJ TOTTO	
-	5	9	12	-	5	9	12	-	180	UK HARDCORE	Hat Surprise (Season 2)	Hommarju	
-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	225	CHIP ELECTRO	I	黒魔	
-	"[CN]
[MSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[MSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	190	CHANNEL K	kors k's How to make OTOGE CORE 「LONG」	kors k	
2	4	9	11	12	4	9	11	12	166	IIDX EDITION	KING	Remixed by SOUND HOLIC feat. はるの	
-	5	7	10	-	5	7	10	-	152	HYBRID FOLK	LADS	BEMANI Sound Team "PON"	
-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	180	DnB	Level 4	Yamato	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[HCN]
[HBSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[HCN]
[HBSS]
12"	-	180	MASSIVE MIXTURE	LOUDER ROLLING THUNDER	BEMANI Sound Team "Dustup Vs. L.E.D.-G"	
-	6	10	"[CN]
12"	-	6	10	"[CN]
12"	-	15-360	HARDCORE TECHNO	MAX 360	BEMANI Sound Team "[𝑥]"	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	124-174	PROGRESSIVE DRUM'N'BASS	Meissa	BEMANI Sound Team "Yvya"	
-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
10"	-	174	DRUM & BASS	Next Level	Maozon	
-	6	10	12	-	6	10	12	-	150	TRANCE	No Border	BEMANI Sound Team "dj TAKA" feat.Sana	
-	6	9	12	-	6	10	12	-	174	RAVE IN THE GAME	ONE AND ONLY	Yuta Imai	
-	6	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	6	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	160	HARDSTYLE	OVER VOLTAGE	Yuta Imai	
-	7	10	12	-	6	10	12	-	180	RAPCORE	Peaktime Booster	らっぷびと Prod. by RoughSketch & NUE	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	150	CRIME JAZZ BROKEN BEATS	Perfect Plan	Dirty Androids	
-	5	8	11	-	5	8	11	-	150	PSYCHEDELIC TRANCE	Programmed Genom	kors k	
-	6	9	11	-	6	9	11	-	180	HARDCORE	Red Soul	RoughSketch	
-	4	7	10	-	4	7	10	-	115	GLITCH HOP	Rewind Time	Dazsta	
-	5	10	12	-	5	10	12	-	198	SYMPHONIC SAVIOR	RINИE	GeMiNioИ	
-	5	"[CN]
8"	"[CN]
[BSS]
11"	-	5	"[CN]
8"	"[CN]
11"	-	174	DRUM & BASS	Ruler or Loser	Maozon feat. Nadia	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	216	UNSUNG SHADOWS	Seraph	satella feat.棗いつき	
-	4	8	11	-	4	8	11	-	180	STYLISH CONTEMPORARY	Shadow World	BEMANI Sound Team "HuΣeR × 猫叉Master" feat.Emi Evans	
-	"[BSS]
5"	"[BSS]
8"	"[BSS]
10"	-	"[BSS]
5"	"[BSS]
8"	"[BSS]
10"	-	135	G-HOUSE	Shamshir	Blacklolita	
-	"[CN]
6"	"[CN]
11"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	115	SUBCONSCIOUS FRAGMENT	Somnidiscotheque	夢路 歩	
-	"[CN]
4"	"[CN]
[BSS]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
[BSS]
8"	"[CN]
10"	-	158	COLOUR BASS	STAR BEAT	MK	
-	5	8	11	-	5	8	11	-	158	COLOUR BASS BREAKS	STRAIGHT TO THE STARS	BEMANI Sound Team "Expander" feat. Starbitz	
-	6	9	11	-	6	10	12	-	165	STYLISH TECHNO	Stylus	BEMANI Sound Team "HuΣeR"	
2	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	145	GAME MUSIC	Summerblue	Toby Fox & Camellia	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	185	FUTURE CORE	Sunny Day Vibes	Mameyudoufu	
-	5	9	12	-	5	9	12	-	200	HARDCORE	Super Freak	Hommarju	
-	6	10	12	-	6	10	12	-	153	JAZZ CORE	suspicions	BEMANI Sound Team "猫叉Master VS dj TAKA"	
-	5	9	11	-	5	9	11	-	170	ULTRA JAZZFUNKTION	Swing My Wonderland	lapix	
-	5	8	12	-	5	8	12	-	152	TECH/ELECTRO	TECHNOPHOBIA	BEMANI Sound Team "HuΣeR"	
-	6	10	12	-	6	10	12	-	204	DISSOCIATIVE IDENTITY DISORDER	The Clown of 24stairs	Yu_Asahina	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	155	HARDWAVE/STYLE	THE TIME MACHINE	Yuta Imai	
-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	80-170	EXTREME EXPERIMENTAL	VØID	BEMANI Sound Team "Darker Vs. JUSTICE"	
-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	212	EMPYREAL HYDRO ARTCORE	VOLAQUAS	BEMANI Sound Team "DJ TOTTO VS 兎々"	
-	6	9	11	-	6	9	11	-	148	TECH-BIGBEAT	VOLCANIC BIGBEAT	DJ Mass MAD Izm*	
-	3	6	9	-	3	6	9	-	142	FUNK POP	wanna be a "BAD GIRL" feat. Nana Takahashi	Nhato	
-	4	8	11	-	4	8	11	-	150	DANCE	With You	BANVOX	
-	"[HBSS]
7"	"[HBSS]
10"	"[HBSS]
12"	-	"[HCN]
[HBSS]
7"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	182	HAPPY HARDCORE	Xerulean	BEMANI Sound Team "ZAQUVA"	
-	6	9	11	-	6	9	11	-	190	ARCADE CORE	ZEИITH	Ashrount vs polysha	
-	"[CN]
5"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	184	HARDCORE	24h Endurance Race	BEMANI Sound Team "Risk Junk"	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	191	NEO DANCE SPEED	3V0	BlackY	
-	4	7	10	-	4	7	10	-	156	PRISM EURO	7 Colors	kors k feat.吉河順央	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	200	FORTUNE OVERTURE	[ ]DENTITY	BEMANI Sound Team "HuΣeR"	
-	4	7	9	-	4	7	10	-	178	SUNNY SKY	雨のちパノラマセカイ	BEMANI Sound Team "劇団レコード" feat.NU-KO	
-	"[CN]
[BSS]
4"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	236	ピコピコ電波ソング	あるビー！ feat.ころねぽち	ヒゲドライバー	
-	5	"[CN]
8"	"[CN]
10"	-	5	"[CN]
8"	"[CN]
10"	-	170	EUROBEAT	異心前進♪ぴょんぴょんぴょん	天土	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	185	TRIUMPHAL MARCH	栄冠のカンパネラ	OSTER project	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	166	GODSPEED	《ORDERBREAKER》	Blacklolita	
-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	191	TOHOKU NEURO DENSETSU	Ōu Legends	かめりあ	
1	4	7	10	-	4	7	10	-	177	J-ROCK	おとせサンダー	ぼっちぼろまる	
2	4	8	10	12	5	8	10	12	142	IIDX EDITION	神っぽいな	Remixed by uno(IOSYS) & NUE feat. Chiyoko	
-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
12"	-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
12"	-	140	MELODIC DUBSTEP	神のシナリオ	AJURIKA	
-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	155	HARD TRIBAL	#CMFLG	Qlarabelle	
-	4	7	10	-	4	7	10	-	162	ROCK	きゅんです。	Pizuya's Cell	
-	6	9	11	-	6	9	11	-	180	HEROIC DRUM & BASS	響花水月	xi feat. Risa Yuzuki	
-	4	7	10	-	4	7	10	-	174	FANTASIA	昏き甲鉄のヴェルガ	arcane feat.rionos	
-	5	"[CN]
8"	"[CN]
10"	-	5	"[CN]
8"	"[CN]
10"	-	189	ALTERNATIVE SHIBUYA E-POP	■□模様	BEMANI Sound Team "PHQUASE" feat.紫崎 雪	
-	4	8	"[CN]
10"	-	4	7	"[CN]
10"	-	137	BEMANI 8BIT COLLECTION	サヨナラ・ヘヴン-Celtic Chip Dance Mix-	しのりゅー	
3	7	10	11	"[HCN]
[HBSS]
12"	7	10	11	"[HCN]
[HBSS]
12"	182	NIGHTCORE	≡+≡	Ryu☆	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
9"	"[CN]
11"	-	40-165	PIANO CONCERTO	罪過の聖堂	OSTER project	
-	5	8	"[HCN]
10"	-	5	8	10	-	165	歌謡ニューウェーブ	湘南ロンリーMIDNIGHT RAIN	Nana Takahashi & BEMANI Sound Team "T.Kakuta"	
-	4	9	"[CN]
11"	-	4	9	"[CN]
11"	-	210	EMOCTRO	少年リップルズ	常盤ゆう	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	200	バーチャルマルチコア	ぞうしょく！？マイデンティティ	DJ SHARPNEL feat.みらい	
-	5	9	11	-	5	9	11	-	200	ウラシュダイカ	チェイスチェイスジョーカーズのうた (オニスタイルリミックス)	ちよこ & 一ノ瀬 月琉 Prod. by RoughSketch & NUE	
-	6	10	11	-	6	10	11	-	180	ROCK	ちょえちょえまぎか	Pizuya's Cell	
-	5	8	10	-	5	8	10	-	160	J METAL×DANCE POP	月と夢の跡 ft. マナ	Xceon	
"[BSS]
3"	"[BSS]
8"	"[BSS]
10"	"[BSS]
12"	-	"[BSS]
7"	"[BSS]
10"	"[BSS]
12"	-	175	和風歌謡硬核音楽	儚キ戀ノ幻想譚	まろん feat. あやぽんず＊ (森羅万象)	
-	"[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
11"	-	"[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	175	ROCK	パーフェクトイーター	BEMANI Sound Team "PON" feat.かなたん	
-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	140	HOUSE	真夜中のバベル	Len	
-	5	8	10	-	5	8	10	-	239	ALTERNATIVE	楽園追放	中山真斗 feat. CHAN	
-	5	9	11	-	6	9	11	-	198	SPIRITUAL CORE	輪廻の鴉	BEMANI Sound Team "dj TAKA"	
-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	3-333	HARDCORE×ソフラン×変拍子×萌え	恋愛＝精度×認識力	立秋 vs. BEMANI Sound Team "L.E.D.-G" feat.ちょこ＆ななひら	
-	4	8	11	-	4	7	11	-	180	ANIMTRIBE POP	惑星☆ロリポップ	SOUND HOLIC feat. Nana Takahashi	
beatmania IIDX 31 EPOLIS ▲ ▼ △													
-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	185	NEOTRANCE CORE	ACTØ	モリモリあつし	
-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	182	UNSUNG FANTASIA	Aeterna	satella feat. Risa Yuzuki	
-	5	7	10	-	5	7	10	-	180	LOUD TRAP	Akatsuki	PRIDASK	
-	7	10	12	-	7	10	12	-	185	HARD RENAISSANCE	Ambivalent Vermilia	BEMANI Sound Team "二代目朱雀 feat.朱雀"	
-	6	9	11	-	6	9	11	-	155	TRANCE	Amethyst	BlackY	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	135-180	NU SYNTH BASS	Bitter & Lucky	DÉ DÉ MOUSE	
-	6	10	"[BSS]
12"	-	6	9	12	-	191	BURNING RAVE	BLAZING_LAZER	brz1128	
-	7	10	12	-	7	10	12	-	160	PSYCHEDELIC TRANCE	CADENZA	lapix ∞ BEMANI Sound Team "L.E.D."	
-	"[CN]
[MSS]
5"	"[CN]
[MSS]
9"	"[CN]
[MSS]
11"	-	"[CN]
[MSS]
5"	"[CN]
[MSS]
9"	"[CN]
[MSS]
11"	-	175	COLOUR TECHCORE	Chemical Colours	Blacklolita x BEMANI Sound Team "Expander"	
-	5	9	11	-	5	9	12	-	155	HARD TECHNO	CODE:2	HEXA	
-	4	7	10	-	4	7	10	-	152	SYMPHONIC DRUM'N'BASS	COUNTING SHEEP ft. Kanae Asaba	Xceon	
-	6	10	12	-	6	10	12	-	164	00's TECHNO	Cult Invitation	BEMANI Sound Team "謎の勢力"	
-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	6	"[BSS]
10"	"[BSS]
12"	-	185	HARD RENAISSANCE	Dahlia	BlackY	
3	5	8	11	-	5	8	11	-	175	HAPPY HARDCORE TAKEOVER	DAZZLE ATTACK	Yuta Imai	
-	"[CN]
6"	"[CN]
8"	"[CN]
10"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	172	NEO 90's AMBIENT JUNGLE	Deep Sea Mystery	Dirty Androids	
-	"[HCN]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	174	CINEMATIC BREAKCORE	Demon March	Nhato	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	"[BSS]
5"	"[BSS]
8"	"[BSS]
11"	-	160	ETHNIC HARDSOUND	Echoes of Sunfall	nora2r	
-	5	10	12	-	5	10	12	-	176	MUSIC GAME TRADITIONAL	frequent	BEMANI Sound Team "dj TAKA"	
-	7	10	"[CN]
[BSS]
12"	-	7	10	"[CN]
12"	-	105	MIXTURE	GAME ON	DJ Mass MAD Izm* feat.H14 of LEONAIR	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	170	ADVENTURE TRIP	Get Higher	BEMANI Sound Team "劇団レコード"	
-	5	8	10	-	5	8	10	-	135	BIG BEAT	Get Wicked	Maozon	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	165	NEOTRANCE	Ghost Pulse	crayvxn	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	30-300	COLOUR BASS	Glitch N Ride	Eagle	
-	"[CN]
[MSS]
6"	"[CN]
[MSS]
9"	"[CN]
[MSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	175	XYMPHONIC TECHCORE	GloriosA	KARUT	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	155-160	DUBSTEP	GLORIOUS HAMMER	AJURIKA	
-	4	8	10	-	4	8	10	-	155	HARD TRANCE	Hard Breaker	Nhato	
-	6	10	11	-	6	10	11	-	180	UK HARDCORE	Hat Surprise (Season 3)	Hommarju	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	155	HITECH NHI FULLON	i-ii	かめりあ	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	"[CN]
12"	"[CN]
6"	"[CN]
9"	"[CN]
[BSS]
11"	"[CN]
[BSS]
12"	180	TRANCE CORE	INHERITANCE	Zekk	
2	4	7	10	-	4	7	10	-	177	EMOTIONAL J-POP	Iris	BEMANI Sound Team "HuΣeR" feat.紫村 花澄	
