曲管理番号	バージョン	曲名	Diff	Lv
130	8th style	Colors -Y&Co. Eurobeat Remix-	A	10
131	Rootage	Cranberry City ft. Luschel	A	10
132	RESIDENT	CUE CUE RESCUE	A	10
133	GOLD	Cyber Force	A	10
134	10th style	Daisuke	A	10
135	SIRIUS	Dazzlin' Darlin-秋葉工房mix-	A	10
136	Resort Anthem	DM STAR～関西 energy style～	A	10
137	copula	do the thing feat. Kanae Asaba	A	10
138	HAPPY SKY	double thrash	A	10
139	DJ TROOPERS	end of world	A	10
140	DistorteD	EURO-ROMANCE	A	10
141	DJ TROOPERS	evergreen	A	10
142	copula	Everlasting Last	A	10
143	10th style	EXE	A	10
144	BISTROVER	Explorer feat. ぷにぷに電機	A	10
145	Lincle	Express Emotion	A	10
146	RESIDENT	Fading Stars	A	10
147	EMPRESS	Flash Back 90's	A	10
148	HEROIC VERSE	Fly Above (Vicissitude Remix)	A	10
149	tricoro	Fly you to the star	A	10
150	CANNON BALLERS	From Time To Time	A	10
151	Rootage	Geirskögul	A	10
152	copula	GENERATE feat.綾倉盟	A	10
153	CastHour	Get set, Go! feat.Kanae Asaba	A	10
154	RESIDENT	GET UP AGAIN	A	10
155	10th style	GHOST REVIVAL	A	10
156	copula	Go Faraway	A	10
157	Pinky Crush	Good Looking	A	10
158	tricoro	GRADIUS 2012	A	10
159	HAPPY SKY	GREEN EYES	A	10
160	PENDUAL	GUILTY	A	10
161	HAPPY SKY	HAPPY☆ANGEL	A	10
162	EPOLIS	Hard Breaker	A	10
163	CastHour	Harmonia	A	10
164	CANNON BALLERS	HAT TRICK	A	10
165	DistorteD	Heavenly Sun (IIDX VERSION)	A	10
166	BISTROVER	HIGH VOLTAGE	A	10
167	Sparkle Shower	HORIZON BEATZ	A	10
168	tricoro	Howling	L	10
169	SIRIUS	Hydrogen Blueback	A	10
170	Rootage	IDOL syndrome.	A	10
171	HEROIC VERSE	If	A	10
172	tricoro	ILIAS	A	10
173	PENDUAL	illuminate	A	10
174	SPADA	into the battlefield	A	10
175	EPOLIS	Iris	A	10
176	SIRIUS	Keep it-秋葉工房mix-	A	10
177	Pinky Crush	KOTONOHA ft. Kotoha	A	10
178	8th style	LAB	A	10
179	SIRIUS	Last Burning	A	10
180	Rootage	Let me be your cure	A	10
181	Rootage	Lift Us High	A	10
182	Lincle	LOVE B.B.B	A	10
183	8th style	LOVE IS ORANGE	L	10
184	Lincle	Lucky Days	A	10
185	CANNON BALLERS	LUV DRIVE	A	10
186	Pinky Crush	Lycoris	A	10
187	SPADA	M.D.Injection	A	10
188	substream	Macho Gang	A	10
189	DJ TROOPERS	madrugada	A	10
190	SINOBUZ	Magical	A	10
191	DistorteD	MOON	A	10
192	SINOBUZ	Music is The Answer	A	10
193	CastHour	N.O.	A	10
194	EMPRESS	NΦ CRIME	L	10
195	copula	NANAIRO	A	10
196	IIDX RED	NEBULA GRASPER	A	10
197	tricoro	Neonlights	A	10
198	RESIDENT	Next Level	A	10
199	CastHour	No Day But Today!	A	10
200	SIRIUS	NoN-Fiction Story!	A	10
201	SPADA	NPC World	A	10
202	Sparkle Shower	Nyan Nyan University	A	10
203	CANNON BALLERS	O/D*20	A	10
204	CastHour	P.O.W.E.R.	A	10
205	Lincle	Phoenix	A	10
206	tricoro	planarian	A	10
207	HAPPY SKY	POODLE	A	10
208	DistorteD	Power of Love	A	10
209	tricoro	Präludium	A	10
210	Resort Anthem	Programmed Life	A	10
211	CastHour	Prohibited Props	A	10
212	5th style	QQQ	A	10
213	EMPRESS	Queen's Tragedy	A	10
214	tricoro	Rainbow after snow	A	10
215	HEROIC VERSE	Rainstorm	A	10
216	tricoro	Re:GENERATION	A	10
217	Lincle	Release The Music	A	10
218	SINOBUZ	Remedy feat. Kanae Asaba	A	10
219	DJ TROOPERS	REMINISCENCE	A	10
220	Rootage	REPLAY	A	10
221	10th style	Rise'n Beauty	A	10
222	GOLD	Roulette	A	10
223	PENDUAL	SAMSARA	A	10
224	HAPPY SKY	Scripted Connection⇒ N mix	A	10
225	Lincle	Several Words	A	10
226	EPOLIS	Shapeshifter	A	10
227	SINOBUZ	shuriken	A	10
228	HEROIC VERSE	Ska-sh All Neurons!!	A	10
229	EMPRESS	smooooch・∀・	A	10
230	BISTROVER	smooooch・∀・ (Snail's House Remix)	A	10
231	GOLD	snow storm	A	10
232	EMPRESS	SOLITON BEAM	A	10
233	CastHour	SPARK IN THE NIGHT	A	10
234	RESIDENT	STAR BEAT	A	10
235	CANNON BALLERS	STARLIGHT JUNCTION	A	10
236	CastHour	Stepper	A	10
237	RESIDENT	Summerblue	A	10
238	copula	Super Duper Racers	A	10
239	PENDUAL	TA・DA ☆ YO・SHI	A	10
240	HEROIC VERSE	take me higher	A	10
241	HEROIC VERSE	The Sky of Sadness	A	10
242	SIRIUS	The Story Begins	A	10
243	tricoro	Time To Empress	A	10
244	EPOLIS	TITANIUM RIDERS	A	10
245	HAPPY SKY	Tizona d'El Cid	A	10
246	Rootage	toy boxer	A	10
247	EMPRESS	Turii ～Panta rhei～	A	10
248	SINOBUZ	Umbral	A	10
249	HAPPY SKY	vault of heaven	A	10
250	SINOBUZ	Vermilion	A	10
251	Resort Anthem	Vermillion	A	10
252	EPOLIS	WaterCube Pf.(RX-Ver.S.P.L.)	A	10
253	DistorteD	Why did you go away	A	10
254	BISTROVER	Winner's Proof ft. KANASA from bless4	A	10
255	Resort Anthem	Wuv U	A	10
256	Lincle	yellow head joe	A	10
257	Lincle	Yellow Sunrise	A	10
258	DistorteD	Zenius -I- vanisher	A	10
259	7th style	ZERO-ONE	A	10
260	EPOLIS	ZEROIN ON THE LIGHT	A	10
261	4th style	250bpm	A	10
262	1st style	5.1.1.	A	10
263	RESIDENT	7 Colors	A	10
264	tricoro	8bit Princess	A	10
265	Pinky Crush	朱と碧のランページ	A	10
266	CastHour	アクマフカ	A	10
267	EPOLIS	アタシ完全絶対正義ちゃん！	A	10
268	PENDUAL	妖隠し -あやかしかくし-	A	10
269	SPADA	アルストロメリア	A	10
270	RESIDENT	異心前進♪ぴょんぴょんぴょん	A	10
271	CastHour	愛しくてラヴィンユー ft. マナ	A	10
272	tricoro	お米の美味しい炊き方、そしてお米を食べることによるその効果。	A	10
273	tricoro	朧	A	10
274	copula	オルタネイトβ	A	10
275	7th style	革命	A	10
276	EPOLIS	神様、つれない。	A	10
277	RESIDENT	■□模様	A	10
278	HAPPY SKY	月光	A	10
279	SINOBUZ	恋はどう？モロ◎波動OK☆方程式!!	A	10
280	Pinky Crush	最強頂戴girl♡	A	10
281	copula	シュッパツシンコウ・シサカンコ	A	10
282	EPOLIS	シンデレラ	A	10
283	CANNON BALLERS	純真可憐デザイア	A	10
284	SINOBUZ	次葉 -turn the page-	A	10
285	Sparkle Shower	それが、ボクの使命～レスキュー隊長 メンキュー～	A	10
286	Resort Anthem	中華急行	A	10
287	Sparkle Shower	デラむぅのでらっくす☆どり～むぅ	A	10
288	EPOLIS	電子になりたい	A	10
289	Pinky Crush	ドリムチウ	A	10
290	CastHour	ナイトフィクション	A	10
291	Sparkle Shower	夏色のセレナーデ	A	10
292	Sparkle Shower	好吃来世deエレクトリック	A	10
293	DJ TROOPERS	華爛漫 -Flowers-	A	10
294	CANNON BALLERS	バスルーム ロマンス	A	10
295	Pinky Crush	ＰＡＳＴＥＬＩＳＭ	A	10
296	HAPPY SKY	ヒマワリ	A	10
297	SINOBUZ	冬椿 ft. Kanae Asaba	A	10
298	PENDUAL	ベィスドロップ・フリークス	A	10
299	copula	星屑ディスタンシア	A	10
300	GOLD	星をこの手に	A	10
301	BISTROVER	水無月の雫 ft. 小林まな	A	10
302	tricoro	メイメツ、フラグメンツ	A	10
303	EMPRESS	山岡晃の「クイズ！家事都合！」	A	10
304	tricoro	ラキラキ	A	10
305	RESIDENT	楽園追放	A	10
306	HEROIC VERSE	Advent Infamous	A	11
307	Rootage	Afterimage d'automne	A	11
308	IIDX RED	AGEHA	L	11
309	SIRIUS	AIR RAID FROM THA UNDAGROUND	A	11
310	SPADA	ALBA -黎明-	A	11
311	SINOBUZ	Amazing Mirage	A	11
312	RESIDENT	Ambush Ace	A	11
313	BISTROVER	AMRITA -不滅ノ花-	A	11
314	IIDX RED	ANDROMEDA	A	11
315	Resort Anthem	ANTHEM LANDING	A	11
316	EMPRESS	Arabian Rave Night	A	11
317	SINOBUZ	Around The Galaxy	A	11
318	copula	Aublia	A	11
319	HAPPY SKY	Aurora	A	11
320	EMPRESS	B4U(BEMANI FOR YOU MIX)	A	11
321	SINOBUZ	BabeL ～Grand Story～	A	11
322	EMPRESS	Bahram Attack-猫叉Master Remix-	L	11
323	Sparkle Shower	Bang Bang Dance	A	11
324	Pinky Crush	Bang-Boo Bumble	A	11
325	CastHour	Banger Banger Banger Banger	A	11
326	copula	Battle Train -IIDX Edition-	A	11
327	CANNON BALLERS	Be a Hero!	A	11
328	DJ TROOPERS	Be OK	L	11
329	GOLD	Blind Justice ～Torn souls, Hurt Faiths～	A	11
330	HEROIC VERSE	Bow shock!!	A	11
331	Resort Anthem	BROKEN EDEN	A	11
332	BISTROVER	Burning Flame	A	11
333	RESIDENT	Caldwell 99	A	11
334	Lincle	Castle on the Moon	A	11
335	Sparkle Shower	Catch ya Getcha!	A	11
336	HEROIC VERSE	Change Yourself	A	11
337	Pinky Crush	CHAOTIC SUNBIRD	A	11
338	CANNON BALLERS	ChaserXX	A	11
339	PENDUAL	CHRONO DIVER -NORNIR-	A	11
340	IIDX RED	Click Again	A	11
341	EPOLIS	CODE:2	A	11
342	tricoro	CONCEPTUAL	A	11
343	Pinky Crush	Constellation	A	11
344	DistorteD	CONTRACT	A	11
345	Rootage	COSMIC CYBER	A	11
346	Sparkle Shower	Countdown to Heaven or Hell	A	11
347	BISTROVER	Crazy Jackpot	A	11
348	BISTROVER	Danza Aestas	A	11
349	copula	Daily Lunch Special	A	11
350	DistorteD	D.C.fish	A	11
351	Resort Anthem	Destiny Sword	A	11
352	SPADA	Devilz Sacrifice -贖罪の羊-	A	11
353	SPADA	diagram	A	11
354	CastHour	DREAM OF SPACE UFO ABDUCTION	A	11
355	EPOLIS	Echoes of Sunfall	A	11
356	SPADA	Elektrick U-Phoria	A	11
357	Pinky Crush	ELYSIUM	A	11
358	Rootage	Ember Lights	A	11
359	SIRIUS	Empire State Glory	A	11
360	SPADA	Engraved Mark	A	11
361	PENDUAL	Erosion Mark	A	11
362	Pinky Crush	everlastingeuphoria:	A	11
363	BISTROVER	Explorer feat. ぷにぷに電機	L	11
364	SPADA	EXTREME MACH COLLIDER	A	11
365	Sparkle Shower	Fashion Fruit	A	11
366	CastHour	FINALLY BLAZE	A	11
367	EMPRESS	Flash Back 90's	L	11
368	DJ TROOPERS	four pieces of heaven	A	11
369	6th style	G2	A	11
370	SIRIUS	GALGALIM	A	11
371	Rootage	Garuda	A	11
372	IIDX RED	GENOCIDE	A	11
373	RESIDENT	Get On Your Feet	A	11
374	Rootage	GIGA THRASH	A	11
375	HEROIC VERSE	GIGA VIOLATE	A	11
376	BISTROVER	Globe Glitter	A	11
377	EPOLIS	GloriosA	A	11
378	GOLD	GOLD RUSH	A	11
379	SINOBUZ	HAPPY★RUSH	A	11
380	CastHour	Hat Surprise	A	11
381	EPOLIS	Hat Surprise (Season 3)	A	11
382	SINOBUZ	Honey Trap	A	11
383	SPADA	HYENA	A	11
384	CANNON BALLERS	HYPE THE CORE	A	11
385	EMPRESS	HYPERION	A	11
386	CANNON BALLERS	I Love You	A	11
387	SPADA	I will be back -オレは帰ってきた-	A	11
388	Lincle	I'm so Happy	A	11
389	EPOLIS	i-ii	A	11
390	tricoro	Illegal Function Call	A	11
391	HAPPY SKY	INAZUMA	A	11
392	EPOLIS	INHERITANCE	A	11
393	GOLD	INORI	A	11
394	BISTROVER	Jungle Eater	A	11
395	GOLD	KAMAITACHI	A	11
396	SPADA	KHAMEN BREAK	A	11
397	EMPRESS	Kung-fu Empire	A	11
398	Lincle	KYAMISAMA ONEGAI!	L	11
399	8th style	LAB	L	11
400	Sparkle Shower	Last Card	A	11
401	BISTROVER	LAST DAY	A	11
402	CastHour	Lawes's Parotia	A	11
403	tricoro	Light and Cyber…	A	11
404	SPADA	Lighting Shower	A	11
405	HEROIC VERSE	Like+it!	A	11
406	PENDUAL	Line 4 Ruin	A	11
407	HAPPY SKY	Little Little Princess	A	11
408	HEROIC VERSE	Lost Souls	A	11
409	SINOBUZ	Lost wing at.0	A	11
410	10th style	Love Is Eternity	A	11
411	BISTROVER	Lovely Howdy Cowboy!!	A	11
412	SINOBUZ	Macuilxochitl	A	11
413	SPADA	MAGIC & LOVE	A	11
414	CANNON BALLERS	MAXIVCORD	A	11
415	Sparkle Shower	Nemophila	A	11
416	BISTROVER	MA・TSU・RI	A	11
417	DistorteD	MINT	A	11
418	Sparkle Shower	MOCHIMOCHI DREAMIN!!	A	11
419	SINOBUZ	Modular Technology	A	11
420	HEROIC VERSE	Moving on	A	11
421	EPOLIS	Mukade	A	11
422	CANNON BALLERS	n'pa pa BBQ	A	11
423	Rootage	Necroxis Girl	A	11
424	BISTROVER	Neo Heritage	A	11
425	Resort Anthem	Never Fade Away	A	11
426	tricoro	New Decade IIDX Edition	A	11
427	SIRIUS	NEW SENSATION -もう、あなたしか見えない-	A	11
428	Rootage	Night! Night! Night!	A	11
429	CANNON BALLERS	No Limit 2 dAnce feat. 大山愛未	A	11
430	10th style	No.13	A	11
431	CANNON BALLERS	Nothing but Theory	A	11
432	EPOLIS	out of disk space	A	11
433	HEROIC VERSE	Override	A	11
434	BISTROVER	Overslept	A	11
435	SINOBUZ	PAPAYAPA BASS	A	11
436	HEROIC VERSE	PHASE SHIFT MANEUVER	A	11
437	Sparkle Shower	pique	A	11
438	Rootage	Playing With Fire	A	11
439	Pinky Crush	Plea Per Phase	A	11
440	BISTROVER	POLꞰAMAИIA	A	11
441	RESIDENT	Programmed Genom	A	11
442	SIRIUS	Programmed Sun	A	11
443	EMPRESS	Programmed World	A	11
444	Lincle	prompt	A	11
445	EPOLIS	Psychedelic Intelligence	A	11
446	EMPRESS	Punch Love♡仮面	L	11
447	Lincle	QUANTUM TELEPORTATION	A	11
448	9th style	quasar	A	11
449	Lincle	Quick Silver	A	11
450	SIRIUS	Raison d'être～交差する宿命～	A	11
451	Pinky Crush	RAVE SYNDROME	A	11
452	IIDX RED	RED ZONE	A	11
453	SPADA	refractive index	A	11
454	CANNON BALLERS	REVOLVER	A	11
455	BISTROVER	Ritual of Anubis	A	11
456	Resort Anthem	Rock Da House	A	11
457	copula	Rock It	A	11
458	Rootage	ROCK女 feat. 大山愛未, Ken	A	11
459	Rootage	R∞tAge	A	11
460	BISTROVER	Rosa azuL	A	11
461	BISTROVER	Rubrum Piano	A	11
462	substream	RUGGED ASH	L	11
463	RESIDENT	Ruler or Loser	A	11
464	tricoro	rumrum triplets	A	11
465	tricoro	S!ck	A	11
466	HEROIC VERSE	S!ck (Nhato Remix)	A	11
467	DJ TROOPERS	satellite020712 from "CODED ARMS"	A	11
468	tricoro	Saturn	A	11
469	HAPPY SKY	Scripted Connection⇒ H mix	A	11
470	IIDX RED	Secret of Love	A	11
471	EMPRESS	Secrets	A	11
472	EPOLIS	See You Again	A	11
473	SIRIUS	Session 1 -Genesis-	A	11
474	copula	SHELTER OF THE MIND	A	11
475	HEROIC VERSE	Shiva	A	11
476	Pinky Crush	Show Me All Your Love	A	11
477	Lincle	Snow Goose	A	11
478	CastHour	SOLID WYVERN	A	11
479	IIDX RED	spiral galaxy	A	11
480	SPADA	Squeeze	A	11
481	DJ TROOPERS	State Of The Art	A	11
482	HEROIC VERSE	STOIC HYPOTHESIS	A	11
483	RESIDENT	STRAIGHT TO THE STARS	A	11
484	RESIDENT	Stylus	A	11
485	EPOLIS	Submerge Serenade	A	11
486	RESIDENT	Swing My Wonderland	A	11
487	tricoro	Synergy For Angels	A	11
488	tricoro	Take My Life	A	11
489	Pinky Crush	TECHNO RUMBLE	A	11
490	BISTROVER	Tell me what you wish feat.らっぷびと	A	11
491	CANNON BALLERS	THE CANNONBALLER	A	11
492	GOLD	the shadow	A	11
493	EMPRESS	THE SHINING POLARIS(kors k mix)	A	11
494	RESIDENT	THE TIME MACHINE	A	11
495	EPOLIS	Time Distortion pt.2(IIDX Edit)	A	11
496	tricoro	Time To Empress	L	11
497	Lincle	TITANS RETURN	A	11
498	DJ TROOPERS	Übertreffen	A	11
499	Rootage	UNDERWORLD HOLOGRAPHY	A	11
500	HEROIC VERSE	UNITE THE HEART	A	11
501	CANNON BALLERS	Usual Days-remix	A	11
502	EMPRESS	V2	A	11
503	tricoro	VEGA	A	11
504	Sparkle Shower	Vitamin	A	11
505	Sparkle Shower	voice of echo.	A	11
506	PENDUAL	Vulkan	A	11
507	EPOLIS	winkle 2 winkle	A	11
508	Rootage	Wolf 1061	A	11
509	SPADA	Wonder Girl feat. Kanae Asaba	A	11
510	Rootage	Wonderland	A	11
511	BISTROVER	X-ray binary	A	11
512	8th style	xenon	A	11
513	Rootage	XENON II ～TOMOYUKIの野望～	A	11
514	HAPPY SKY	Xepher	A	11
515	SINOBUZ	Yellow Sketch(RX-Ver.S.P.L.)	A	11
516	EMPRESS	You'll say "Now!"	A	11
517	HEROIC VERSE	Ypsilon	A	11
518	tricoro	ZED	A	11
519	Rootage	ZENDEGI DANCE	A	11
520	RESIDENT	ZEИITH	A	11
521	copula	ZEPHYRANTHES	A	11
522	7th style	ZERO-ONE	L	11
523	10th style	1st Samurai	A	11
524	EPOLIS	20XX	A	11
525	RESIDENT	3V0	A	11
526	tricoro	405nm (Ryu☆mix)	A	11
527	Lincle	532nm	A	11
528	RESIDENT	あるビー！ feat.ころねぽち	A	11
529	CANNON BALLERS	命の標本	A	11
530	CANNON BALLERS	うさ☆かめ 大戦争！	A	11
531	CastHour	ウツシミウツシ	A	11
532	copula	麗 ～うらら～	A	11
533	copula	か・し・ま・し☆PUMP UP！	A	11
534	tricoro	仮想空間の旅人たち	A	11
535	DistorteD	華蝶風雪	A	11
536	HAPPY SKY	合体せよ！ストロングイェーガー！！ (Ryu☆ remix)	A	11
537	Pinky Crush	きみのせかい	A	11
538	Lincle	君のハートにロックオン	A	11
539	RESIDENT	響花水月	A	11
540	HEROIC VERSE	狂水一華	A	11
541	CastHour	《GRANDMASTER》	A	11
542	Sparkle Shower	月下繚乱	A	11
543	PENDUAL	#The_Relentless	A	11
544	EPOLIS	雫	A	11
545	SINOBUZ	忍恋花	A	11
546	Sparkle Shower	閃と雷管とロープ	A	11
547	tricoro	創世ノート	A	11
548	Sparkle Shower	タンポポ	A	11
549	RESIDENT	チェイスチェイスジョーカーズのうた (オニスタイルリミックス)	A	11
550	PENDUAL	超青少年ノ為ノ超多幸ナ超古典的超舞曲	A	11
551	RESIDENT	ちょえちょえまぎか	A	11
552	copula	追想快晴テーマパーク	A	11
553	CastHour	月とミルク	A	11
554	Sparkle Shower	Τέλος	A	11
555	EMPRESS	天空脳番長危機十六連打	A	11
556	SPADA	デッドボヲルdeホームラン	A	11
557	PENDUAL	ドッキン☆サマーあばんちゅーる	A	11
558	BISTROVER	涙のテ・エストラーニョ・ムーチョ	A	11
559	HEROIC VERSE	眠りの国のステラ	A	11
560	CastHour	ハイテックトキオ	A	11
561	BISTROVER	儚き恋の華	A	11
562	Pinky Crush	爆ぜりゃんせ	A	11
563	Rootage	ハードベース・フェスタ	A	11
564	Rootage	爆ゼニ☆がってんワーカー	A	11
565	CANNON BALLERS	バ→ビ→ブ→Bomb!	A	11
566	PENDUAL	パ→ピ→プ→Yeah!	A	11
567	CANNON BALLERS	パラドキシカル・タイムリープトライアル(Short Ver.)	A	11
568	RESIDENT	パーフェクトイーター	A	11
569	HEROIC VERSE	開きたまえ！Next stAge！	A	11
570	SINOBUZ	冬椿 ft. Kanae Asaba	L	11
571	PENDUAL	ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！	A	11
572	SPADA	牧神笛吹きて	A	11
573	HEROIC VERSE	曼荼羅恋々	A	11
574	Rootage	ミッドナイト☆WAR	A	11
575	EMPRESS	ミッドナイト堕天使	A	11
576	copula	明鏡止水	A	11
577	Resort Anthem	夕焼け ～Fading Day～	A	11
578	EPOLIS	夢縁	A	11
579	HEROIC VERSE	ランカーキラーガール	A	11
580	Rootage	龍王の霊廟(Mausoleum Of The Primal Dragon)	A	11
581	tricoro	龍と少女とデコヒーレンス	A	11
582	copula	量子の海のリントヴルム	A	11
583	EMPRESS	凛として咲く花の如く	L	11
584	RESIDENT	輪廻の鴉	A	11
585	Sparkle Shower	煉獄コンフィチュール	A	11
586	HEROIC VERSE	錬成人間トリコロイダー	A	11
587	RESIDENT	惑星☆ロリポップ	A	11
588	IIDX RED	AA	A	12
589	CANNON BALLERS	AA -rebuild-	A	12
590	EPOLIS	ACTØ	A	12
591	HEROIC VERSE	AKASHIC BREAK	A	12
592	Resort Anthem	ALBIDA	A	12
593	RESIDENT	Always We Trust In You	A	12
594	SINOBUZ	Amazing Mirage	L	12
595	EPOLIS	Ambivalent Vermilia	A	12
596	Sparkle Shower	Amor∞Fati	A	12
597	SPADA	Ancient Scapes	A	12
598	CastHour	Angel's Ladder	A	12
599	DJ TROOPERS	Anisakis -somatic mutation type"Forza"-	L	12
600	CANNON BALLERS	Antigravity	A	12
601	SINOBUZ	Apocalypse	A	12
602	Pinky Crush	Aqvion	A	12
603	EMPRESS	Arabian Rave Night	L	12
604	CastHour	Arkadia	A	12
605	RESIDENT	B.O.D.Y.	A	12
606	Sparkle Shower	Begin	A	12
607	EMPRESS	B4U(BEMANI FOR YOU MIX)	L	12
608	RESIDENT	BIGWAVERS	A	12
609	Sparkle Shower	BitRacer	A	12
610	BISTROVER	BLACK or WHITE?	A	12
611	EPOLIS	BLAZING_LAZER	A	12
612	HEROIC VERSE	Bow shock!!	L	12
613	Pinky Crush	Bring The Fire	A	12
614	Resort Anthem	Broken	A	12
615	PENDUAL	Broken Sword	A	12
616	BISTROVER	Burning Flame	L	12
617	EPOLIS	CADENZA	A	12
618	GOLD	Candy Galy	A	12
619	Rootage	Carry Me Away	A	12
620	Rootage	Catch Our Fire!	A	12
621	RESIDENT	Chaotoxin	A	12
